exec_time,errors
0.0052301883697509766,2
0.007791042327880859,2
0.005800962448120117,2
0.006362199783325195,1
0.0063076019287109375,3
0.007688283920288086,5
0.0057408809661865234,5
0.007047891616821289,2
0.0060062408447265625,4
0.006909370422363281,3
0.0059740543365478516,4
0.005977153778076172,4
0.006440877914428711,2
0.006328582763671875,2
0.006384849548339844,3
0.004874229431152344,3
0.005215644836425781,2
0.0068607330322265625,5
0.005506038665771484,2
0.0058765411376953125,3
0.004469633102416992,1
0.006569862365722656,5
0.005729198455810547,2
0.006214141845703125,8
0.00551915168762207,3
0.005295991897583008,1
0.0053310394287109375,1
0.004340648651123047,3
0.005705356597900391,1
0.007680177688598633,5
0.006393909454345703,3
0.004530906677246094,2
0.0056149959564208984,3
42.15994215011597,75903
0.0062923431396484375,1
0.0071756839752197266,5
0.004458904266357422,1
0.0046291351318359375,2
0.005295515060424805,3
0.0059833526611328125,1
0.0064544677734375,4
0.00571751594543457,1
0.0064961910247802734,1
0.006301164627075195,2
0.006283760070800781,2
0.007857799530029297,2
0.004704713821411133,2
0.005896568298339844,1
0.006396770477294922,1
0.00553441047668457,3
