exec_time,errors
0.015233278274536133,3
0.015746355056762695,4
0.018654346466064453,5
0.017744064331054688,2
0.01705026626586914,3
0.01423335075378418,3
0.020062685012817383,3
0.018630027770996094,3
0.015909194946289062,1
0.013297557830810547,2
0.016463279724121094,8
0.0169370174407959,5
0.017458438873291016,2
0.018129825592041016,1
0.02024674415588379,6
0.01570606231689453,8
0.012173891067504883,6
0.017767667770385742,4
0.013317346572875977,4
0.01756119728088379,4
0.012813329696655273,5
0.018164396286010742,2
0.014320135116577148,2
0.015098810195922852,2
0.014969587326049805,3
0.013191699981689453,2
0.014665603637695312,3
0.015117645263671875,5
0.015537261962890625,5
0.014796018600463867,4
0.015102624893188477,5
0.015602350234985352,3
0.01727008819580078,5
0.014569997787475586,1
0.012552261352539062,3
0.019550561904907227,4
0.016049623489379883,6
0.013713836669921875,1
0.013077735900878906,3
0.016540050506591797,4
0.01982593536376953,7
0.01344609260559082,6
0.015239238739013672,2
0.019309520721435547,8
0.01670527458190918,2
0.014875411987304688,5
0.022135019302368164,6
0.015279293060302734,2
0.01312565803527832,3
0.017120838165283203,3
