exec_time,errors
0.0038077831268310547,1
0.0033223628997802734,5
0.00503993034362793,2
0.003803253173828125,1
0.002595186233520508,1
0.0034868717193603516,3
0.003222942352294922,1
0.0040585994720458984,2
0.004056215286254883,1
0.003325223922729492,1
0.0030107498168945312,3
0.0036203861236572266,1
0.003368854522705078,1
0.0038344860076904297,2
0.0033016204833984375,1
0.0023255348205566406,2
0.0032083988189697266,2
0.004431009292602539,2
0.003064870834350586,1
0.0030517578125,1
0.0036878585815429688,3
0.0029633045196533203,1
0.003544330596923828,2
0.0040683746337890625,2
0.0035126209259033203,2
0.0035305023193359375,3
0.003803253173828125,1
0.0029528141021728516,2
0.003057241439819336,2
0.003665447235107422,1
0.003458261489868164,1
0.0035834312438964844,1
0.003190755844116211,3
0.0035343170166015625,2
0.0032782554626464844,3
0.002889871597290039,1
0.003436565399169922,1
0.003770112991333008,2
0.0034770965576171875,1
0.00321197509765625,1
0.0028939247131347656,2
0.002855539321899414,4
0.003594636917114258,1
0.002883434295654297,3
0.0028977394104003906,6
0.003398418426513672,2
0.003137826919555664,1
0.003197193145751953,1
0.003319263458251953,1
0.0035767555236816406,3
