exec_time,errors
0.0283355712890625,6
0.030125141143798828,4
0.02526092529296875,3
0.026934146881103516,5
0.030415773391723633,6
0.029223918914794922,3
0.030176401138305664,3
0.029310226440429688,5
0.03087306022644043,4
0.030457019805908203,2
0.022011995315551758,5
0.02135467529296875,5
0.020155668258666992,1
0.02459883689880371,4
0.02949810028076172,4
0.02769327163696289,5
0.0275421142578125,11
0.021761417388916016,7
0.020018339157104492,4
0.02079033851623535,5
0.016366004943847656,2
0.020554542541503906,1
0.02194952964782715,1
0.018100500106811523,2
0.023920536041259766,3
0.019640684127807617,3
0.021010637283325195,7
0.019993066787719727,3
0.024471282958984375,3
0.022529125213623047,6
0.02618098258972168,8
0.020282506942749023,6
0.024746417999267578,4
0.023267507553100586,4
0.02393174171447754,4
0.025784730911254883,10
0.021428346633911133,2
0.024318218231201172,1
0.022419214248657227,1
0.023666858673095703,4
0.023829936981201172,5
0.025588035583496094,6
0.020977497100830078,3
0.026653766632080078,11
0.023237943649291992,5
0.022220134735107422,4
0.01727747917175293,3
0.024109840393066406,7
0.028459787368774414,4
0.024115800857543945,4
