exec_time,errors
0.010036706924438477,5
0.010362386703491211,4
0.012420892715454102,3
0.009598493576049805,2
0.009874820709228516,1
0.012830257415771484,4
0.009806156158447266,2
0.010160684585571289,2
0.01394796371459961,4
0.011578798294067383,3
0.010864734649658203,3
0.008116483688354492,3
0.008578062057495117,3
0.011235713958740234,4
0.010067939758300781,2
0.008726358413696289,2
0.010932207107543945,3
0.01039266586303711,1
0.010529518127441406,3
0.00925135612487793,2
0.00997614860534668,2
0.01136922836303711,2
0.011090517044067383,3
0.007668018341064453,2
0.010992765426635742,3
0.010606765747070312,2
0.009014368057250977,1
0.008691787719726562,1
0.007697582244873047,2
0.009485483169555664,4
0.0107879638671875,2
0.008134126663208008,2
0.009578466415405273,1
0.009485244750976562,3
0.008507490158081055,2
0.010393142700195312,1
0.011607646942138672,4
0.010491371154785156,3
0.009658098220825195,4
0.009480953216552734,4
0.009104490280151367,3
0.010106086730957031,1
0.013354063034057617,4
0.011193513870239258,8
0.013427972793579102,2
0.013226032257080078,5
0.011275768280029297,5
0.01071929931640625,3
0.010473489761352539,4
0.011567115783691406,4
