exec_time,errors
0.08693385124206543,2
0.08794665336608887,1
0.08005547523498535,5
0.07990288734436035,5
0.08229756355285645,2
0.0931251049041748,5
0.07941746711730957,3
0.08183455467224121,6
0.07468581199645996,4
0.078704833984375,4
0.09193158149719238,4
0.06974148750305176,6
0.07476043701171875,3
0.09478926658630371,2
0.08695030212402344,4
0.09082937240600586,3
0.05594301223754883,1
0.07871603965759277,2
0.0684666633605957,4
0.09120416641235352,2
0.08279299736022949,4
0.08371686935424805,6
0.07634544372558594,4
0.08325433731079102,3
0.07212638854980469,2
0.09868097305297852,4
0.08325028419494629,4
0.08529806137084961,3
0.10805344581604004,6
0.08090019226074219,6
0.09222579002380371,1
0.08330202102661133,3
0.09130215644836426,8
0.09924626350402832,9
0.08256244659423828,1
0.07972145080566406,3
0.07970499992370605,3
0.07611560821533203,1
0.07808256149291992,2
0.07490992546081543,6
0.08254146575927734,4
0.09098100662231445,3
0.08617591857910156,4
0.08726239204406738,4
0.09367036819458008,1
0.0976252555847168,6
0.06916189193725586,6
0.08883953094482422,2
0.08904671669006348,4
0.09208893775939941,3
