exec_time,errors
0.026670217514038086,4
0.025610685348510742,4
0.026267528533935547,6
0.024363994598388672,3
0.026758193969726562,3
0.022602081298828125,4
0.027547597885131836,3
0.031122446060180664,3
0.028846263885498047,1
0.025379419326782227,2
0.02413463592529297,7
0.02629709243774414,4
0.022539138793945312,2
0.02258157730102539,1
0.028733491897583008,5
0.025275707244873047,8
0.024341106414794922,7
0.02684926986694336,4
0.02202439308166504,3
0.02668476104736328,4
0.02072453498840332,5
0.027329206466674805,2
0.023563385009765625,2
0.02583003044128418,4
0.025807857513427734,4
0.02237844467163086,2
0.026746511459350586,3
0.023097515106201172,4
0.02298903465270996,4
0.026056766510009766,4
0.02779555320739746,6
0.02304244041442871,3
0.026955842971801758,5
0.021303415298461914,1
0.02080249786376953,3
0.03417491912841797,4
0.02750873565673828,7
0.02333998680114746,1
0.02172255516052246,6
0.026043415069580078,4
0.029720544815063477,7
0.024670124053955078,3
0.028283119201660156,2
0.029276371002197266,5
0.026148319244384766,3
0.027204275131225586,5
0.030630111694335938,5
0.024416685104370117,2
0.02138376235961914,3
0.032611846923828125,3
