exec_time,errors
0.0009443759918212891,1
0.0008032321929931641,1
0.0006465911865234375,1
0.0009539127349853516,1
0.0008058547973632812,1
0.0009734630584716797,2
0.0006659030914306641,1
0.0010080337524414062,1
0.0008249282836914062,2
0.0010099411010742188,3
0.0010523796081542969,2
0.0010874271392822266,1
0.0009071826934814453,3
0.0009522438049316406,1
0.0008554458618164062,3
0.0010056495666503906,2
0.0007610321044921875,2
0.0009565353393554688,1
0.0005233287811279297,1
0.0008218288421630859,2
0.0009019374847412109,1
0.0010411739349365234,2
0.0009295940399169922,1
0.0012843608856201172,2
0.0008471012115478516,2
0.0007343292236328125,1
0.0009708404541015625,1
0.0008156299591064453,1
0.0009081363677978516,1
0.0011069774627685547,1
0.0009152889251708984,2
0.0009598731994628906,2
0.0008120536804199219,1
0.0010442733764648438,2
0.001094818115234375,2
0.0007812976837158203,1
0.0009112358093261719,1
0.0009548664093017578,3
0.0008487701416015625,1
0.0009403228759765625,1
0.0009591579437255859,2
0.0007123947143554688,1
0.001064300537109375,4
0.0007064342498779297,2
0.0009317398071289062,1
0.0008718967437744141,3
0.0009267330169677734,2
0.0005648136138916016,1
0.0009829998016357422,3
0.0008645057678222656,2
