exec_time,errors
0.00822305679321289,2
0.010642290115356445,2
0.008098125457763672,2
0.010355234146118164,1
0.009435176849365234,3
0.013181447982788086,5
0.010057449340820312,5
0.009984016418457031,2
0.009095907211303711,3
0.0108642578125,3
0.010572195053100586,4
0.01073598861694336,5
0.010430097579956055,2
0.008837461471557617,2
0.010060787200927734,3
0.007892131805419922,3
0.008598566055297852,2
0.009070396423339844,4
0.00930166244506836,2
0.011114358901977539,4
0.007736921310424805,1
0.010024547576904297,3
0.010461091995239258,2
0.01014566421508789,7
0.00821065902709961,3
0.007519721984863281,1
0.008495330810546875,1
0.007573843002319336,2
0.009228706359863281,1
0.010869979858398438,5
0.010326147079467773,2
0.008613824844360352,3
0.009395360946655273,3
0.009093523025512695,3
0.008950233459472656,1
0.009381532669067383,5
0.008630037307739258,1
0.00808858871459961,2
0.008607149124145508,2
0.008837461471557617,1
0.010241985321044922,4
0.00892496109008789,1
0.00989389419555664,1
0.009579896926879883,2
0.009887456893920898,2
0.010782957077026367,2
0.008191108703613281,2
0.00867009162902832,1
0.008475780487060547,1
0.009514808654785156,3
