exec_time,errors
0.005198478698730469,2
0.004925251007080078,2
0.006424903869628906,3
0.0055255889892578125,1
0.004539012908935547,1
0.005640506744384766,2
0.004576206207275391,2
0.005647420883178711,2
0.005506277084350586,2
0.0049707889556884766,1
0.004601478576660156,3
0.005049467086791992,1
0.004973411560058594,1
0.005534648895263672,1
0.0047338008880615234,1
0.004062175750732422,2
0.004719257354736328,2
0.005692720413208008,2
0.004915714263916016,1
0.00511622428894043,1
0.005004405975341797,4
0.0051729679107666016,1
0.006306886672973633,2
0.0056955814361572266,3
0.0050661563873291016,3
0.0047228336334228516,3
0.005283355712890625,1
0.00473332405090332,2
0.004534721374511719,1
0.005061626434326172,1
0.004403829574584961,1
0.004398822784423828,1
0.004933357238769531,3
0.005369663238525391,3
0.005117177963256836,2
0.00496363639831543,1
0.005416393280029297,1
0.0054111480712890625,2
0.005643367767333984,1
0.004927396774291992,1
0.0047872066497802734,2
0.00491023063659668,4
0.0055234432220458984,1
0.004769325256347656,3
0.0050466060638427734,4
0.0056912899017333984,1
0.0054700374603271484,2
0.005141258239746094,1
0.005346536636352539,1
0.004564523696899414,2
