exec_time,errors
0.06340813636779785,5
0.05924844741821289,1
0.0716700553894043,4
0.07013821601867676,2
0.06044411659240723,3
0.0651092529296875,6
0.07918500900268555,6
0.062164306640625,2
0.06669378280639648,4
0.05938911437988281,4
0.05720829963684082,5
0.06524443626403809,5
0.07524228096008301,4
0.08065915107727051,10
0.07461094856262207,7
0.06285214424133301,5
0.06541085243225098,4
0.059517621994018555,4
0.07097434997558594,7
0.07106423377990723,5
0.07285094261169434,8
0.08072018623352051,6
0.07021594047546387,7
0.0629115104675293,5
0.07821965217590332,7
0.08805990219116211,4
0.05770373344421387,5
0.06696128845214844,5
0.05578136444091797,5
0.07466006278991699,9
0.0678110122680664,4
0.06275320053100586,4
0.04908299446105957,2
0.07473301887512207,5
0.07618832588195801,8
0.06253647804260254,2
0.07398176193237305,8
0.07549238204956055,4
0.06916499137878418,9
0.07535624504089355,5
0.05093669891357422,3
0.0677347183227539,7
0.0745551586151123,5
0.051737070083618164,3
0.0655817985534668,3
0.06775784492492676,2
0.0709989070892334,2
0.0609285831451416,4
0.06365466117858887,5
0.05166196823120117,2
