exec_time,errors
0.002367734909057617,2
0.0022499561309814453,1
0.002846956253051758,4
0.0016257762908935547,1
0.0025849342346191406,1
0.0026297569274902344,1
0.0018787384033203125,1
0.0022728443145751953,2
0.002289295196533203,1
0.0019521713256835938,1
0.0026884078979492188,1
0.002138376235961914,3
0.0023674964904785156,2
0.0021257400512695312,3
0.0022585391998291016,1
0.0021431446075439453,3
0.0026221275329589844,2
0.002057313919067383,2
0.0023374557495117188,1
0.0025343894958496094,2
0.0015277862548828125,2
0.0022895336151123047,1
0.002750873565673828,1
0.002739429473876953,2
0.003047466278076172,2
0.002188444137573242,1
0.0022726058959960938,1
0.0019788742065429688,1
0.002428293228149414,2
0.0019538402557373047,2
0.0022575855255126953,2
0.0025894641876220703,2
0.0020914077758789062,1
0.002503633499145508,1
0.002962350845336914,2
0.002609729766845703,2
0.0022432804107666016,2
0.002334117889404297,2
0.0018372535705566406,1
0.0025556087493896484,1
0.0015878677368164062,1
0.0017275810241699219,2
0.002023458480834961,2
0.003063678741455078,2
0.0029265880584716797,4
0.002504587173461914,2
0.0018663406372070312,1
0.002162456512451172,2
0.0023772716522216797,2
0.0022308826446533203,1
