exec_time,errors
0.06096053123474121,5
0.07611632347106934,1
0.06751489639282227,4
0.06455683708190918,2
0.05851173400878906,3
0.06629705429077148,6
0.07436156272888184,6
0.0592038631439209,2
0.06507039070129395,4
0.05985665321350098,4
0.057030677795410156,5
0.06331753730773926,5
0.07577872276306152,4
0.07938122749328613,10
0.07273507118225098,7
0.06198740005493164,5
0.06626009941101074,4
0.05943131446838379,4
0.09085607528686523,7
0.07345342636108398,5
0.07195401191711426,8
0.06760978698730469,6
0.07967376708984375,7
0.0640866756439209,5
0.07683730125427246,7
0.0695657730102539,4
0.05910325050354004,5
0.08480286598205566,5
0.05488419532775879,5
0.09211516380310059,9
0.07022547721862793,4
0.06276440620422363,4
0.06044936180114746,2
0.06812834739685059,5
0.07136130332946777,8
0.06223249435424805,2
0.08734440803527832,7
0.07513999938964844,4
0.06932306289672852,9
0.05698895454406738,5
0.04959988594055176,3
0.0682985782623291,7
0.059094905853271484,5
0.04926300048828125,3
0.06505775451660156,3
0.05783581733703613,2
0.08171844482421875,2
0.06254816055297852,4
0.06305599212646484,5
0.06824779510498047,2
