exec_time,errors
0.023296117782592773,4
0.02390885353088379,4
0.025024890899658203,6
0.02419424057006836,3
0.025735855102539062,3
0.02242445945739746,4
0.027036666870117188,3
0.02973461151123047,3
0.02488398551940918,1
0.022490739822387695,2
0.02312469482421875,7
0.026349782943725586,4
0.022289752960205078,2
0.024409770965576172,1
0.033967018127441406,5
0.026030302047729492,8
0.0244598388671875,7
0.02964186668395996,4
0.02577972412109375,3
0.027357101440429688,4
0.0209503173828125,5
0.027518510818481445,2
0.025232553482055664,2
0.027696847915649414,4
0.027245521545410156,4
0.02185201644897461,2
0.0272064208984375,3
0.023501873016357422,4
0.024668455123901367,4
0.026175498962402344,4
0.028797626495361328,6
0.023284435272216797,3
0.026661157608032227,5
0.020967960357666016,1
0.020616769790649414,3
0.03710675239562988,4
0.027189254760742188,7
0.028586149215698242,1
0.027991771697998047,6
0.027251005172729492,4
0.030858516693115234,7
0.024962902069091797,3
0.027110815048217773,2
0.027665376663208008,5
0.026563644409179688,3
0.027326583862304688,5
0.03308749198913574,5
0.027272701263427734,2
0.02286219596862793,3
0.026397705078125,3
