exec_time,errors
0.000993967056274414,1
0.0008013248443603516,1
0.0006654262542724609,1
0.0009608268737792969,2
0.0007967948913574219,1
0.0008060932159423828,2
0.0005552768707275391,1
0.0007562637329101562,1
0.0007245540618896484,2
0.0009047985076904297,3
0.0009126663208007812,2
0.0009925365447998047,1
0.0007798671722412109,3
0.0008082389831542969,1
0.0007781982421875,3
0.0008866786956787109,2
0.0006363391876220703,2
0.0008270740509033203,1
0.0005011558532714844,1
0.0010187625885009766,2
0.000812530517578125,1
0.00080108642578125,2
0.0007069110870361328,1
0.0009322166442871094,2
0.000701904296875,2
0.0006189346313476562,1
0.0008265972137451172,1
0.0007600784301757812,1
0.0007503032684326172,1
0.0009715557098388672,1
0.0007774829864501953,2
0.0008580684661865234,2
0.0007007122039794922,1
0.0008885860443115234,2
0.0009531974792480469,2
0.0006806850433349609,1
0.0007722377777099609,1
0.0009899139404296875,3
0.0009510517120361328,1
0.0008401870727539062,1
0.000823974609375,2
0.0006160736083984375,1
0.0009508132934570312,3
0.0006117820739746094,2
0.0008394718170166016,1
0.0007774829864501953,3
0.0008206367492675781,2
0.0005261898040771484,1
0.0008587837219238281,3
0.0007452964782714844,2
